Queued Songs	Artists	ID	ExCol
Break the Internet - 8Track	Walker Hayes	8Tracks, Vol. 2: Break the Internet	spotify:track:1pUDc0dgxhY3JglGE9ZJvc
Say Sober - 8Track	Walker Hayes	8Tracks, Vol. I: Good Shit	spotify:track:4hjvKIJ6P6XD6itdsi1Fys
Coldplay	Mr Hudson, VIC MENSA	Coldplay	spotify:track:0V7q5uZqa3fnE0I2ujAMPG
Give up on Me	Skizzy Mars	Alone Together	spotify:track:30pDjS9dWjzGHDWaps25p5
Gravity	Timeflies	Gravity	spotify:track:6egBojmNB8FSSgmxsBUNMg
Lights And Camera	Yuna, G-Eazy	Lights And Camera	spotify:track:4USgaSv1DqJby1iW6wVpeH
Color Blind (feat. Lil Xan)	Diplo, Lil Xan	California EP	spotify:track:5LMX4L1slHYdqApntmyWqA
4 Days	Belly, YG	4 Days	spotify:track:5tpEGhK123kgPf7pWWE9g6
Flames	David Guetta, Sia	Flames	spotify:track:33IOhptvC2Qoy2UhjiHXLV
Don't Give In	Snow Patrol	Don't Give In	spotify:track:2gUe8cQgJj5AfM2O5nuiwq
Coming Home	Keith Urban, Julia Michaels	Coming Home	spotify:track:7qLE35vc5XvUVrm8Kg9Vmx
One Track Mind (feat. A$AP Rocky)	Thirty Seconds To Mars, A$AP Rocky	One Track Mind (feat. A$AP Rocky)	spotify:track:6xIjBWc64t5DZs9zXpSShy
Differently	Marian Hill	Differently	spotify:track:4yE1Hf07JZCwivN8jKTCHs
So Will I (100 Billion X) - Bodytalkr Remix	Hillsong UNITED, Benjamin Hastings	So Will I (100 Billion X)	spotify:track:7G4yDj9oIEz0DPpaT594jC
Lonely (feat. MAX)	Matoma, MAX	Lonely (feat. MAX)	spotify:track:0IL20mzbwXaGVRrcan6AOB
Be Easy	Timeflies	To Dream	spotify:track:4kRymJK5vQBQjIZz8eZD8Q
Come Thru (with Mike WiLL Made-It feat. The Weeknd)	Trouble, Mike WiLL Made-It, The Weeknd	Edgewood	spotify:track:2dBLyJvf9T29rEiyhjFgnJ
Wish (feat. Trippie Redd)	Diplo, Trippie Redd	California EP	spotify:track:0Rd5WFg6awrV4SPySrQCn5
New Houses	Two Door Cinema Club	Four Words To Stand On	spotify:track:2oJmogP5Oji56UmSh8gPeO
Nothing Scares Me Anymore	Steve Angello, Sam Martin	Nothing Scares Me Anymore	spotify:track:5PZ8CfLim9uRo39vybLzPs
Two Shots (feat. gnash)	Goody Grace, Garrett Nash	Infinite	spotify:track:1746Hs7bQJMMYAZvVYM3ig
Gettin' Warmed Up	Jason Aldean	Gettin' Warmed Up	spotify:track:5dGQsbis2xTAvbjxGGot6N
Mayhem	Steve Aoki, Quintino	Mayhem	spotify:track:15tPd1IdPIwBhMn7UByEdV
My Heart	Toni Braxton, Colbie Caillat	Sex & Cigarettes	spotify:track:6GzojBSg0Ec0CUdj79X1GE
Get Up	Nick Grant, WATCH THE DUCK	Get Up	spotify:track:689a7EVab5vRHylxAiOuXG
I Miss You (feat. Bahari) - Lophiile Remix	Grey, Bahari, lophiile	I Miss You (feat. Bahari) [Lophiile Remix]	spotify:track:5ePJLSCEKBFxN5MUuDZr1R
I Miss You (feat. Bahari) - Acoustic	Grey, Bahari	I Miss You (feat. Bahari) [Acoustic]	spotify:track:1vQ3iTZHBqH14APe5uKKrp
Wings Clipped	Grey, Avril Lavigne, Anthony Green	Chameleon	spotify:track:091td6FU4SLiNxMM7Ue9QL
Know Me	Paradise Fears	Someone Else's Dream	spotify:track:6eDQDkFPNgV1KhxMEhHJ3K
What I Need (feat. Kehlani)	Hayley Kiyoko, Kehlani	Expectations	spotify:track:5nFyaoBWwwMJ9fv33tZ2MB
Hurt You	The Weeknd, Gesaffelstein	My Dear Melancholy,	spotify:track:13wNEvWmBsWaWVtiLPRIW5
Me So Bad (feat. Ty Dolla $ign & French Montana)	Tinashe, Ty Dolla $ign, French Montana	Me So Bad (feat. Ty Dolla $ign & French Montana)	spotify:track:5JPpRCB1m5Puo3KyVzoICw
Bad Company (feat. BlocBoy JB)	A$AP Rocky, BlocBoy JB	Bad Company (feat. BlocBoy JB)	spotify:track:3ZYwSDF9knZI0RVlKR4PHC
Pineapple (feat. Gucci Mane & Quavo)	Ty Dolla $ign, Gucci Mane, Quavo	Pineapple (feat. Gucci Mane & Quavo)	spotify:track:0TFVOjSvPTjFHkiZZekK5k
Rescue Me	Thirty Seconds To Mars	Rescue Me	spotify:track:6OcyWrso5oE0HQSIniyhGl
For the F^_^k Of It	Snakehips, Jeremih, Aminé	For the F^_^k Of It	spotify:track:6R6MqHPzYvEpLxMMvTU8Fo
I Was Never There	The Weeknd, Gesaffelstein	My Dear Melancholy,	spotify:track:5rgnyXr2PXFWsAnPFew077
No Pain (Feat. Khalid, Charlie Wilson & Charlotte Day Wilson)	DJDS, Khalid, Charlie Wilson, Charlotte Day Wilson	No Pain	spotify:track:7fLaDPGVfBPajLJZ5xrNcL
OKRA	Tyler, The Creator	OKRA	spotify:track:74ZovzRxHBvCq5yIwe8boh
Change (feat. James Taylor)	Charlie Puth, James Taylor	Change (feat. James Taylor)	spotify:track:1EVVa8EtTKVMsCw35uJP0j
the broken hearts club	Garrett Nash	the broken hearts club	spotify:track:5Cv1xqpyciZZuHHR7xr2l0
Hot Boy (feat. Lil Wayne)	Preme, Lil Wayne	Hot Boy (feat. Lil Wayne)	spotify:track:5AKuM1hMo65nq306M0yVmw
Nonchalant (feat. Alkaline)	A Boogie Wit da Hoodie, Alkaline	Nonchalant (feat. Alkaline)	spotify:track:4N2LDS9zl0352gF1R73fBR
Help Us To Love	Tori Kelly, The HamilTones	Help Us To Love	spotify:track:1OBvRtqgypM0IFPqxXVMEr
Nostalgia - Single Version	MØ	Nostalgia	spotify:track:4pSRM0u2o3FsflPe8Mh2vg
Your Song	Lady Gaga	Your Song	spotify:track:0fJtP2HkuZtzfh30XIMtPw
Code of Honor	DJ ESCO, Future, ScHoolboy Q	Code of Honor	spotify:track:7mNjw4X5I6ZdUorNVyGfqY
Do Not Disturb	Smokepurpp, Murda Beatz, Lil Yachty, Offset	Do Not Disturb	spotify:track:6Ew9OKNC9uoL6xJSii8whk
Uno Más Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez (Remix)	N.O.R.E., Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez	Uno Más Remix Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez	spotify:track:3I3QzqiDyfrqE5ih6ao6Na
Figures, a Reprise	Jessie Reyez, Daniel Caesar	Figures, a Reprise	spotify:track:0qynxleiY0wavOijAW9trC
High Noon Neon	Jason Aldean	High Noon Neon	spotify:track:5I59DghxrR8LtH5aWq1hvU
Gucci Flip Flops (feat. Lil Yachty)	Bhad Bhabie, Lil Yachty	Gucci Flip Flops (feat. Lil Yachty)	spotify:track:042nVrQvpEVrsrW6yeeHB2
Home Sweet Highway	Ashley McBryde	Girl Going Nowhere	spotify:track:0oqgzsqQoeTn5JMAhIHmXl
Break The House Down	Tiësto, MOTi	I Like It Loud EP	spotify:track:08Rje1UmwGCtEcdqfWTZm8
I Love The USA	Weezer	I Love The USA	spotify:track:5E1Rmthk2XO2poZWt11GAm
Beach Boys	Weezer	Beach Boys	spotify:track:6SEnjSoLsOhfUmB0H2BPHb
L.A. Girlz	Weezer	L.A. Girlz - Single	spotify:track:1GDWgxIRK1gjexaMurnakT
King of the World	Weezer	King of the World	spotify:track:2hvjANvogqQu3ikKX8By3H
Do You Wanna Get High?	Weezer	Do You Wanna Get High?	spotify:track:5WsAn5vweeS5RuyIMUsQWU
Slave - Live from Spotify NYC	Weezer	Spotify Sessions	spotify:track:578L46ymbuJoIiP1xFnFOb
Happy Hour	Weezer	Pacific Daydream	spotify:track:6ILpnOUHollfHp4xWH7nqV
California Kids	Weezer	California Kids	spotify:track:2hwrrI9LSuiJPj1ASARI6s
Feels Like Summer	Weezer	Feels Like Summer	spotify:track:6tNQw4RAj7oYogHXVzKJg8
(Girl We Got A) Good Thing	Weezer	Weezer (White Album)	spotify:track:2Sg9Iq2Q29hMNXa7ZpKxaG
A Good Night	John Legend, BloodPop®	A Good Night	spotify:track:7gevvAspxft2qQmcvJjNBH
Moonlight	Lil Xan, Charli XCX	TOTAL XANARCHY	spotify:track:2PSfFKZqZPCSPB0wKUxpsq
Don't Let Me Down (feat. Khalid)	Sabrina Claudio, Khalid	Don't Let Me Down / All to You	spotify:track:2cSiyndkQZRPmYOfrk9WlC
Suicidal	Diplo, Desiigner	California	spotify:track:0qrXdF1LXfJQunk6yluzsp
Hard 2 Face Reality	Poo Bear, Justin Bieber, Jay Electronica	Hard 2 Face Reality	spotify:track:0sPJELXHyWpFgkxlzvvRFI
CHAMPION (feat. Diplo)	Famous Dex, Diplo	Dex Meets Dexter	spotify:track:3dLzGqbHcsmcYlbuyYn6f5
Drink About	Seeb, Dagny	Drink About	spotify:track:2GGGm4MLQynB3I4E4ycIYC
Made For You	Jake Owen	Jake Owen	spotify:track:1wPiUPw9IqSchKwinw7dCf
LOGOUT	Saba	CARE FOR ME	spotify:track:0Q8A7MPsoFg72xcVFBsS8Q
Freaky with You (feat. Jacquees)	Nelly, Jacquees	Freaky with You (feat. Jacquees)	spotify:track:5zO5UXvI31FaxDDvSI9XPc
Gassed Up	Jauz, DJ Snake	Gassed Up	spotify:track:4nDGkRGsh7kZKWPFZnbqZN
I'll Wait for You	Jason Aldean	I'll Wait for You	spotify:track:1D0fdGavtTeKOFurbVhWTU
Who You Say I Am - Live	Hillsong Worship, Brooke Ligertwood, Reuben Morgan	There Is More (Live)	spotify:track:2lUgap86Pux7qAgvWzuJWs
I Need a Woman to Love	Kesha	Universal Love - Wedding Songs Reimagined	spotify:track:0nv25WB0VNBeec3XLvp0fg
Kill The Lights (with Nile Rodgers) - Audien Remix	Alex Newell, Jess Glynne, DJ Cassidy, Nile Rodgers, Audien	Kill The Lights (with Nile Rodgers) [Remixes]	spotify:track:4iCKHGl4ij4YMwFrUZLGEQ
Ciao Adios	Anne-Marie	Ciao Adios	spotify:track:3EfugazgSddQvzZpkof5I4
Alarm	Anne-Marie	Alarm	spotify:track:0OwX5aROoW1Iip8FV51Efg
Then	Anne-Marie	Then	spotify:track:2EGJB8bDbbxtvSgJQLwqK7
Do It Right	Anne-Marie	Do It Right	spotify:track:4lajYC68T7pJGVGIey962P
Gone	Bazzi	Gone	spotify:track:5oNVCJycml06e0aTgYzcYP
Honest	Bazzi	Honest	spotify:track:5ouNakSA4Ys0aJvoFBJtXn
Break Away	Bobby Caldwell, Jack Splash, Jessie Ware	Cool Uncle	spotify:track:6wd7niU4QKRjXCpH1MZcxZ
Need	Gavin DeGraw	Make A Move	spotify:track:3Fgr0oHWqNnzI3061G0hB3
Paranoid	Post Malone	beerbongs & bentleys	spotify:track:3fpVWegR6YOS1Yk5HSMYIq
Spoil My Night (feat. Swae Lee)	Post Malone, Swae Lee	beerbongs & bentleys	spotify:track:5VuxWXbt7XENQCtE9TzpTv
Rich & Sad	Post Malone	beerbongs & bentleys	spotify:track:2VdT56BGpdqNHUgOe1j5vc
Zack And Codeine	Post Malone	beerbongs & bentleys	spotify:track:5lZZmityu9TAjNvSY6GLhR
Takin' Shots	Post Malone	beerbongs & bentleys	spotify:track:5ffntNJnJOeFv7b7DCd0Bw
Over Now	Post Malone	beerbongs & bentleys	spotify:track:09IOPhEh1OMe0HD9b36FJk
Otherside	Post Malone	beerbongs & bentleys	spotify:track:4qWCFTuNnmGNdY4egtb4ZY
Stay	Post Malone	beerbongs & bentleys	spotify:track:4H7WNRErSbONkM06blBoGc
Blame It On Me	Post Malone	beerbongs & bentleys	spotify:track:1ZemPoaj7LBj1RAQrb89EC
Jonestown (Interlude)	Post Malone	beerbongs & bentleys	spotify:track:0R6Jlsq25eZB3Wftpxi3oF
92 Explorer	Post Malone	beerbongs & bentleys	spotify:track:1D2L6MefbXon28PzIk9I3r
Candy Paint	Post Malone	beerbongs & bentleys	spotify:track:32lItqlMi4LBhb4k0BaSaC
Sugar Wraith	Post Malone	beerbongs & bentleys	spotify:track:0MrRAUcB8AZiB9ue2VOBYe
Can I Get Your Number	Anne-Marie	Speak Your Mind (Deluxe)	spotify:track:5xh6JKVmYjochtEGGT0qxF
1Night (feat. PARTYNEXTDOOR, 21 Savage & Murda Beatz)	Stargate, PARTYNEXTDOOR, 21 Savage, Murda Beatz	1Night (feat. PARTYNEXTDOOR, 21 Savage & Murda Beatz)	spotify:track:2uZUFhEOjWOUHSoxmrlzMt
I Got the Juice (feat. Pharrell Williams)	Janelle Monáe, Pharrell Williams	Dirty Computer	spotify:track:5Yfq9uugLFchtFymQQWxgt
El Anillo	Jennifer Lopez	El Anillo	spotify:track:2SpfMQ5TuKsMj1trNwrLVA
Money	Mat Kearney	Money	spotify:track:3frmdSk9cFnZxhJxeMaXCW
GONE (feat. Trippie Redd)	Paris Shadows, Trippie Redd	ONE NIGHT IN PARIS	spotify:track:2J84DvAAI8ph5DYojk3HPt
Either	Poo Bear, Zara Larsson	Poo Bear Presents: Bearthday Music	spotify:track:6QpqGSRmUnH81iYd1bfYL9
Light Flex (From the Original Motion Picture Soundtrack 'Uncle Drew') (feat. 2 Chainz)	Tone Stith, 2 Chainz	Light Flex (From the Original Motion Picture Soundtrack 'Uncle Drew') (feat. 2 Chainz)	spotify:track:2c07bc2mwRIcuN52hoyzT0
Cry	Anne-Marie	Speak Your Mind (Deluxe)	spotify:track:5wJsFkDUeWzWTfr9jjy3SV
Brooklyn In The Summer	Aloe Blacc	Brooklyn In The Summer	spotify:track:3umkzHosXJRxujeCjIhRmU
I Can’t Hold On	Good Times Ahead, Anna Lunoe, Dillon Francis, Wax Motif	Death To Genres (Vol. 3)	spotify:track:2e6he0ydsChPv44oTVC7CO
We Poppin' (feat. Birdman)	YoungBoy Never Broke Again, Birdman	Until Death Call My Name	spotify:track:4kYvqpNbfEzFKBLJYdoG4h
Horses	Keith Urban, Lindsay Ell	Graffiti U	spotify:track:66yLdCqE3II294Bp8TRV9W
Réseaux - Remix	Niska, Quavo, Stefflon Don	Réseaux	spotify:track:4mIwifMkesG7wWbIaJ1bHb
Freedom	Steve Angello, Pusha T	HUMAN	spotify:track:3qZJTID8yXSCT817gGlrfZ
Lights Of Home - Free Yourself / Beck Remix	U2, Beck	Lights Of Home (Free Yourself / Beck Remix)	spotify:track:1VQjrafxqkoBXRcaFdqom6
Scooby Doo Pa Pa - Remix	Dj Kass, Pitbull	Scooby Doo Pa Pa (Remix)	spotify:track:7I9vSbMyUIp79hK6FOGaCy
Faded Away (feat. Icona Pop)	Sweater Beats, Icona Pop	Faded Away (feat. Icona Pop)	spotify:track:7rSvCVlW02INJfDHIWIc9W
If You Were Mine	Ocean Park Standoff, Lil Yachty	If You Were Mine	spotify:track:3szbYyYgEBehQG7q0kv5qb
One More Day	Afrojack, Jewelz & Sparks	One More Day	spotify:track:3vPoCfS2Ao2pjOvKZ63ybx
Feel Better (feat. Slim Jxmmi)	Trill Sammy, Slim Jxmmi	Feel Better (feat. Slim Jxmmi)	spotify:track:3O1cKCXOEoPDShIlK4EsvT
The Way I Am	Charlie Puth	The Way I Am	spotify:track:5Co8mnbtshK44Uh96aHxdu
Jump (with Trippie Redd)	Julia Michaels, Trippie Redd	Jump (with Trippie Redd)	spotify:track:2OvV4NjEBRE9v8Oo7QeUCq
I'll Be There	Jess Glynne	I'll Be There	spotify:track:083Qf6hn6sFL6xiOHlZUyn
Wait (Featuring Offset & Vory)	Chantel Jeffries, Offset, Vory	Wait (Featuring Offset & Vory)	spotify:track:50phRe11Y2nC2N968jVU53
I Don't Die	Joyner Lucas, Chris Brown	I Don't Die	spotify:track:3NSmC1EQKOdUe6KhMrDDk5
MOVE TO MIAMI	Enrique Iglesias, Pitbull	MOVE TO MIAMI	spotify:track:1BuTNbYxxFYezD1tT8AJR9
Positivo	J Balvin, Michael Brun	Positivo	spotify:track:6cXhFE4IB59Z1AzdxHhadY
Changes	Mat Kearney, filous	CRAZYTALK	spotify:track:4oRs3pEcVAcSFHT7bmTEbn
Accelerate (feat. Ty Dolla $ign & 2 Chainz)	Christina Aguilera, Ty Dolla $ign, 2 Chainz	Accelerate (feat. Ty Dolla $ign & 2 Chainz)	spotify:track:5eQ9IwVa9EodrmIItRQpaA
Balenciaga	Cheat Codes	Balenciaga	spotify:track:5k6ioThKIxeklkIt3MNJjC
ICY GRL (feat. Kehlani) - Bae Mix	Saweetie, Kehlani	ICY GRL (feat. Kehlani) [Bae Mix]	spotify:track:6MP5WAK2U7gKWldflqhPCr
Myself (feat. DRAM)	Snow Tha Product, Shelley FKA DRAM	Myself (feat. DRAM)	spotify:track:54zWDuLGBJZ7AkEOxQSCPe
All To Myself	Dan + Shay	All To Myself	spotify:track:0uSGTaHms9ceAxb7L6VLrU
Bloom	Troye Sivan	Bloom	spotify:track:1hSOt9IeshMkuKP9ri4hOf
FEBRUARY (feat. Jeezy)	Moneybagg Yo, Jeezy	FEBRUARY (feat. Jeezy)	spotify:track:0pmZzSLz51nVsraBehOPvI
Moon River	A$AP Ferg, Elle Fanning	Moon River	spotify:track:4kYRueqG19pEHzvw8MxZBc
I'll Fight - From "RBG" Soundtrack	Jennifer Hudson	I'll Fight (From "RBG" Soundtrack)	spotify:track:7ELxtyrasiOfwsRUJiEMGR
Priice Tag	Desiigner	L.O.D.	spotify:track:0w7IgpqkxKyRBTqGuQbZNp
Sure and Certain - Acoustic	Jimmy Eat World	Integrity Blues Acoustic	spotify:track:6XyZgbnWyA6LzOgCr0mOIy
Wild Heart	Daughtry	Baptized	spotify:track:6bpzg9OFYTdAlugg8U7VmF
Fade	Lewis Capaldi	Fade	spotify:track:2EWR4QeZ5U0eEYIQCK8YMg
Rush (feat. Jessie Reyez)	Lewis Capaldi, Jessie Reyez	Rush (feat. Jessie Reyez)	spotify:track:7tTRP2vA00uScZ4SjB3ZQZ
Lost On You	Lewis Capaldi	Lost On You	spotify:track:35LwnXpLMRb2kShTHmtPJ5
When I Grow Up (feat. Wiz Khalifa)	Dimitri Vegas & Like Mike, Dimitri Vegas, Wiz Khalifa	When I Grow Up (feat. Wiz Khalifa)	spotify:track:3LK452TFyApuFN9jjg3THO
My Way	Tom Walker	My Way	spotify:track:6OttyE5H9DJjDobH3jiK76
Energy (Stay Far Away)	Skepta, WizKid	Energy (Stay Far Away)	spotify:track:11RIJRbBfyLlJut96itSFd
Sober	Demi Lovato	Sober	spotify:track:0STK94RxUulYqWzwFlyAb5
Look At That Butt	Dillon Francis, Jarina De Marco	Look At That Butt	spotify:track:7CcnU6OkNlOVJ2HfbakCYS
Let's Get Ill	DJ Snake, Mercer	Let's Get Ill	spotify:track:3J5AcWRzmgbq4svZt91l3e
Green Gucci Suit (feat. Future)	Rick Ross, Future	Green Gucci Suit (feat. Future)	spotify:track:5UoyJTgMKccFYaqVArGSRz
Forever Always	Peter CottonTale, Rex Orange County, Chance the Rapper, Daniel Caesar, Madison Ryann Ward, Yebba	Forever Always	spotify:track:4B2kIC5F0kSVfTD5crzgm9
Hollywood (feat. Snoop Dogg & Jamie Principle)	Gorillaz, Snoop Dogg, Jamie Principle	Hollywood (feat. Snoop Dogg & Jamie Principle)	spotify:track:4oNM6CscdoUZDHvzl18nbt
Pretending (feat. Jessie Reyez)	A Boogie Wit da Hoodie, Jessie Reyez	International Artist	spotify:track:0brzJEyCEVzjAQsCgCqxqb
Hey Up There (feat. Ty Dolla $ign)	Buddy, Ty Dolla $ign	Hey Up There (feat. Ty Dolla $ign)	spotify:track:4AZ31ri9jbxfwYBNDmOBLB
I Like It - Dillon Francis Remix	Cardi B, Bad Bunny, J Balvin, Dillon Francis	I Like It	spotify:track:6WK7h2WfMmnX7zOZnfzoYo
Doesn't Matter (feat. A$AP Ferg)	Gallant, A$AP Ferg	Doesn't Matter (feat. A$AP Ferg)	spotify:track:4jgf4d17mxSqhYlAhA6BGr
Safe	Daya	Safe	spotify:track:12wAQ0HNbJWVrVJA3woXDb
Hopeless Romantic (feat. Swae Lee)	Wiz Khalifa, Swae Lee	Hopeless Romantic (feat. Swae Lee)	spotify:track:4uX8Wh4wxpLne11BhoHs5x
Oh Child	Robin Schulz, Piso 21	Oh Child	spotify:track:2xw9PXlt8IaCWZjfpJ2HPL
Rooftops	Marshmello	Joytime II	spotify:track:6pbhkfdG5RvTJaC3VKPaJn
What Keeps You Up At Night	Dan + Shay	Dan + Shay	spotify:track:3rHrG1sHYd7h2yWKnxRk56
Only You (with Little Mix)	Cheat Codes, Little Mix	Only You (with Little Mix)	spotify:track:54l9GJGQ1UCFKe2tzt1Vxt
GHOST	Jaden, Christian Rich	GHOST	spotify:track:0aWMostcnfyjuCEcO7sTz5
Drop (feat. Blac Youngsta & BlocBoy JB)	G-Eazy, Blac Youngsta, BlocBoy JB	Drop (feat. Blac Youngsta & BlocBoy JB)	spotify:track:61TklWcG8PbT5hvUTzwLaY
Self Control	Bebe Rexha	Expectations	spotify:track:14FmT2vkYihAs64ixAbk6t
TAlk tO Me (with Rich The Kid)	Tory Lanez, Rich The Kid	TAlk tO Me (with Rich The Kid)	spotify:track:49NhxprbG9oTtMunQCSXxA
Swervo	G Herbo, Southside	Swervo	spotify:track:5Mt01H3gil3jKa91qpSQR4
King's Paradise	Rakim, Adrian Younge, Ali Shaheed Muhammad	Luke Cage: Season 2	spotify:track:6HJ3wWt4RcqaiEWqqnkQA7
Seagull	Aquilo	Seagull	spotify:track:1nn0jq2nxMsMLsHEfhkv6T
Who Are You	Aquilo	ii	spotify:track:5TBWCX4Rgx7eRUs0QMtX7E
Summer Of Love	NOTD, Dagny	Summer Of Love	spotify:track:4uw3tHPjnriyikT4S3mXc2
Came Up	WESTSIDE BOOGIE	Came Up	spotify:track:4SnvJDymo0LkkuFNNLemQl
Monster 2.0	Jacob Banks, WESTSIDE BOOGIE	Monster 2.0	spotify:track:7H76Ppe3o34VeU2yRi5xao
Blind Love	Franklin	Blind Love	spotify:track:74ddSWFCKdKk3Kw29oO9Ff
Nothin' Like You	Dan + Shay	Where It All Began	spotify:track:4W38RXuQNuoTSwVsQA1OGC
I Heard Goodbye	Dan + Shay	Where It All Began	spotify:track:3EcFVfHd0XJdr0M33uVZco
Already Ready	Dan + Shay	Already Ready	spotify:track:54Qto2PUUxenVXDshWU1f8
From the Ground Up - Single Version	Dan + Shay	From the Ground Up	spotify:track:0AdjJ2SaOeb5bPJ67nDbsW
Obsessed	Dan + Shay	Obsessed	spotify:track:4RBmXmZKf76IyNiPzebI55
Turning Out	AJR	The Click	spotify:track:09AeUCeHSGqiriX1eyxacz
Heavy Stone - 7 Layers Sessions	Justin Nozuka	Heavy Stone - 7 Layers Sessions	spotify:track:0SddiRm8M3kM8ARKmJhVXb
B.I.D	Tory Lanez	B.I.D	spotify:track:4ouEy5ReT2JKndoz8whXep
Skrt Skrt	Tory Lanez	Skrt Skrt	spotify:track:3sbF8yG9zzFftk9xN5PNiq
Number One	Massari, Tory Lanez	Number One	spotify:track:2NEhPLA6cq55GiNGT7hiHd
I Sip	Tory Lanez	I Sip	spotify:track:5A8EYS9Z4hz4EmtU8W8kI3
2 Fingers of Whiskey - Music from The American Epic Sessions	Elton John, Jack White	2 Fingers of Whiskey (Music from The American Epic Sessions)	spotify:track:5Yn8WCB4Dqm8snemB5Mu4K
Sixteen	Thomas Rhett	Sixteen	spotify:track:6Fc3yqSx9UMmg4pO6Gi3x9
Valentine	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:19hh7DkfRBrpRGYfKlw7jb
Talk Fast	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:1pMrGc8rMC5qx0zMak8tkd
Moving Along	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:4UQajPk0EPvbwWTl0fYi4C
If Walls Could Talk	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:0nCVLAhIUrLQ34Vw5vTXNP
Better Man	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:40rMvmTT9RX4KB0JzMNYZO
More	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:66vUuzBvVOfMjWnsABs0jm
Why Won’t You Love Me	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:0qrYEShkVZeSaBPgmx3mfR
Woke Up In Japan	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:5FA9XC36IlV9bnhMqqzNc9
Empty Wallets	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:5kayspK9ep7h9nryvrCsFh
Ghost Of You	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:1MhXdlCQPnO56T57MfmaRm
Monster Among Men	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:7CQN84rMdkBzXJVsvefOM6
Meet You There	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:4YYmvuwndD3YNfi43M7EC5
Babylon	5 Seconds of Summer	Youngblood (Deluxe)	spotify:track:6PUYqQtGWVAovZrLC9BIqt
Warpaint	88rising, NIKI	Warpaint	spotify:track:2QIvCZTFVnky13XShl1zWJ
I See Love - From Hotel Transylvania 3	Jonas Blue, Joe Jonas	I See Love (From Hotel Transylvania 3)	spotify:track:32UJH1F38AMSjZilQyBzOE
X (feat. Maluma & Ozuna) - Remix	Nicky Jam, J Balvin, Maluma, Ozuna	X (feat. Maluma & Ozuna) [Remix]	spotify:track:6JjPBQfI2Y8nIjnm65X6Pw
Dancing Alone	Axwell /\ Ingrosso, RØMANS	Dancing Alone	spotify:track:2sWiygeCvOSSMjS0pwR80M
Verified	A$AP Ferg	Verified	spotify:track:0D57r0pP7et2thTG95dvlf
Bad Love	Sean Paul, Ellie Goulding	Mad Love The Prequel	spotify:track:5OaRqgnamUsa99HzxSTdDv
Same Team (feat. Stefflon Don)	Labrinth, Stefflon Don	Same Team (feat. Stefflon Don)	spotify:track:7Db4ViXHhXYznDDRdfX2VB
alone time	lovelytheband	alone time	spotify:track:0CZtXEUDHn73MqOjzr0GDH
Gin and Drugs (feat. Problem)	Wiz Khalifa, Problem	Gin and Drugs	spotify:track:2nVmuTzCM12VGlN0U58tHN
Every Little Thing	Hillsong Young & Free	III	spotify:track:63BqUlW3h2ojDnexl3NxrQ
R.I.P. (feat. Offset)	YoungBoy Never Broke Again, Offset	Until Death Call My Name (Reloaded)	spotify:track:0reLKqd7eytYsiFzhKfUEX
Pirate Song	Kenny Chesney	Pirate Song	spotify:track:4g15qUwKkUuDGT6n2mnjWs
Pioneers	for KING & COUNTRY, Moriah, Courtney	Pioneers	spotify:track:7GXTUJVO24C8UVrdocU52T
RIP (feat. G-Eazy & Drew Love)	Olivia O'Brien, G-Eazy, Drew Love	RIP (feat. G-Eazy & Drew Love)	spotify:track:3qjf2YP8G2RNFanYZDcZUk
Down Bitch	Casanova, A Boogie Wit da Hoodie	COMMISSARY	spotify:track:5lsV4GoS0WSC8UP2ycQyXR
Feel Good - Acoustic	Neon Trees	Feel Good (Acoustic)	spotify:track:4cWRdbCJV1DSPFV7wzIeKK
Alive	Andrew & Veda	Alive	spotify:track:059NVOghDOwrfO304aKYYj
Warriors	Allen Stone	Warriors	spotify:track:3EnLaUkb47gCwj1dDMQoYX
Flo Rida	Higher Brothers, Ski Mask The Slump God	Flo Rida	spotify:track:0R01L2PrvabbllwxJYZyfd
Rich Bitch (feat. Ski Mask the Slump God)	Higher Brothers, Ski Mask The Slump God	Journey to the West - EP	spotify:track:4xRypWFzqjrm7K248Codak
Achoo	Keith Ape, Ski Mask The Slump God	Achoo	spotify:track:2huH9q26JmfR0BzV4xKzny
WHOHASIT	Nessly, Ski Mask The Slump God	WHOHASIT	spotify:track:6Npye1aBSUWzFiQEffJpyK
